match_id,date,team1,team2,venue,toss_winner,toss_decision,innings,batting_team,bowling_team,over,ball,batsman,bowler,runs,extras,total_runs,wicket,player_out,dismissal_type,striker_strike_rate,bowler_economy,match_result,winner
73,2023-04-30,KKR,SRH,Mumbai,SRH,bat,1,KKR,SRH,16,2,Player_9,Player_6,3,0,3,0,None,None,199.52,5.65,loss,SRH
8,2023-04-09,RR,SRH,Bangalore,SRH,field,1,SRH,RR,18,6,Player_48,Player_99,0,0,0,0,None,None,101.81,11.48,win,SRH
19,2023-05-16,PBKS,RR,Delhi,PBKS,field,2,RR,PBKS,8,4,Player_66,Player_90,6,0,6,0,None,None,94.71,7.16,win,PBKS
46,2023-05-17,CSK,KKR,Delhi,KKR,field,1,CSK,KKR,1,1,Player_47,Player_88,2,0,2,0,None,None,63.09,5.9,win,KKR
48,2023-04-01,LSG,MI,Mumbai,LSG,bat,1,MI,LSG,12,1,Player_4,Player_97,4,2,6,0,None,None,117.66,7.07,win,MI
62,2023-05-11,DC,PBKS,Bangalore,DC,bat,2,DC,PBKS,20,6,Player_9,Player_66,1,1,2,0,None,None,121.19,8.27,win,PBKS
44,2023-04-23,GT,KKR,Mumbai,KKR,field,2,GT,KKR,6,5,Player_51,Player_56,4,1,5,0,None,None,71.44,5.76,loss,KKR
67,2023-04-28,LSG,CSK,Delhi,LSG,bat,2,CSK,LSG,16,1,Player_82,Player_79,6,1,7,1,Player_87,run out,189.77,11.77,win,LSG
19,2023-05-20,LSG,KKR,Chennai,KKR,bat,2,LSG,KKR,7,4,Player_50,Player_39,1,0,1,0,None,None,71.99,7.42,win,KKR
28,2023-05-02,PBKS,SRH,Ahmedabad,SRH,bat,2,SRH,PBKS,3,4,Player_56,Player_14,1,2,3,0,None,None,110.89,5.45,win,SRH
64,2023-04-22,RR,RCB,Bangalore,RR,bat,2,RCB,RR,6,4,Player_43,Player_51,4,0,4,0,None,None,182.35,10.91,win,RR
14,2023-05-28,RR,DC,Ahmedabad,RR,field,2,RR,DC,9,6,Player_92,Player_56,1,1,2,0,None,None,123.42,7.13,win,RR
65,2023-05-15,GT,RR,Chennai,RR,bat,2,GT,RR,8,3,Player_50,Player_72,3,2,5,0,None,None,131.2,9.37,loss,GT
24,2023-04-14,KKR,RCB,Delhi,KKR,field,2,RCB,KKR,6,5,Player_54,Player_24,0,2,2,1,Player_16,bowled,177.32,5.67,loss,KKR
53,2023-04-23,LSG,SRH,Mumbai,LSG,field,1,SRH,LSG,8,1,Player_65,Player_76,5,0,5,0,None,None,108.21,6.07,win,SRH
33,2023-04-11,RR,CSK,Delhi,CSK,field,1,CSK,RR,20,2,Player_98,Player_17,1,1,2,0,None,None,104.82,9.57,win,RR
11,2023-04-21,MI,PBKS,Chennai,PBKS,bat,1,MI,PBKS,1,6,Player_25,Player_94,6,2,8,0,None,None,110.04,7.74,win,MI
46,2023-04-17,GT,DC,Mumbai,DC,bat,2,DC,GT,11,2,Player_36,Player_47,2,2,4,0,None,None,155.32,6.3,loss,DC
73,2023-04-02,KKR,RCB,Ahmedabad,RCB,bat,2,RCB,KKR,7,6,Player_56,Player_25,1,0,1,0,None,None,101.37,10.2,win,RCB
34,2023-04-19,RCB,SRH,Mumbai,RCB,bat,1,RCB,SRH,16,1,Player_100,Player_16,4,1,5,1,Player_48,bowled,99.1,6.89,loss,SRH
50,2023-04-07,RR,PBKS,Chennai,RR,field,2,PBKS,RR,12,6,Player_90,Player_90,6,1,7,0,None,None,106.63,9.32,win,PBKS
54,2023-04-06,KKR,DC,Ahmedabad,KKR,field,2,KKR,DC,8,1,Player_69,Player_100,5,0,5,0,None,None,191.54,6.39,win,KKR
71,2023-04-01,LSG,RR,Delhi,LSG,field,2,RR,LSG,19,2,Player_85,Player_89,3,2,5,0,None,None,71.26,6.79,win,LSG
42,2023-05-02,KKR,LSG,Ahmedabad,LSG,field,1,LSG,KKR,13,4,Player_63,Player_8,5,1,6,0,None,None,57.85,11.48,win,LSG
46,2023-05-06,MI,LSG,Delhi,MI,field,2,MI,LSG,9,3,Player_64,Player_37,6,0,6,0,None,None,111.09,9.99,loss,MI
67,2023-05-02,DC,KKR,Bangalore,DC,field,2,KKR,DC,5,1,Player_96,Player_32,1,2,3,0,None,None,112.93,9.89,win,KKR
33,2023-04-25,DC,SRH,Chennai,SRH,field,2,DC,SRH,5,1,Player_64,Player_46,2,2,4,0,None,None,115.7,7.59,win,DC
56,2023-04-11,RR,CSK,Chennai,RR,bat,1,CSK,RR,18,4,Player_20,Player_46,5,1,6,0,None,None,172.2,11.95,loss,CSK
46,2023-04-13,SRH,GT,Ahmedabad,GT,bat,1,SRH,GT,15,5,Player_11,Player_50,5,1,6,1,Player_91,run out,148.6,8.16,loss,SRH
66,2023-05-05,RCB,GT,Ahmedabad,GT,bat,2,RCB,GT,4,4,Player_94,Player_7,4,1,5,1,Player_22,caught,132.02,11.34,win,GT
55,2023-05-03,KKR,SRH,Mumbai,SRH,field,2,SRH,KKR,11,2,Player_47,Player_84,0,0,0,0,None,None,142.34,8.38,win,KKR
32,2023-05-12,SRH,KKR,Chennai,SRH,bat,1,KKR,SRH,2,6,Player_33,Player_3,4,1,5,0,None,None,179.87,7.45,loss,SRH
63,2023-04-05,DC,LSG,Bangalore,DC,field,1,LSG,DC,20,5,Player_46,Player_77,5,1,6,0,None,None,116.76,9.81,win,DC
31,2023-04-23,GT,CSK,Mumbai,CSK,field,1,GT,CSK,9,6,Player_45,Player_80,3,1,4,0,None,None,183.59,10.88,loss,CSK
11,2023-04-12,RCB,CSK,Mumbai,CSK,bat,2,RCB,CSK,13,3,Player_90,Player_100,3,0,3,0,None,None,59.38,9.29,win,CSK
47,2023-04-30,RR,DC,Bangalore,RR,field,2,RR,DC,8,4,Player_52,Player_53,4,2,6,0,None,None,96.51,6.11,win,DC
51,2023-04-28,KKR,RR,Mumbai,RR,bat,1,RR,KKR,6,4,Player_59,Player_82,5,2,7,0,None,None,199.48,9.74,win,KKR
58,2023-04-10,RR,SRH,Bangalore,SRH,field,2,SRH,RR,20,5,Player_59,Player_51,0,1,1,1,Player_89,caught,63.66,6.34,loss,RR
32,2023-04-10,SRH,GT,Delhi,GT,field,1,SRH,GT,18,2,Player_70,Player_86,5,0,5,0,None,None,89.24,10.74,win,SRH
63,2023-05-02,SRH,PBKS,Bangalore,PBKS,bat,1,PBKS,SRH,17,1,Player_29,Player_88,6,0,6,0,None,None,159.42,11.39,loss,PBKS
21,2023-05-25,CSK,DC,Delhi,DC,bat,1,CSK,DC,17,3,Player_16,Player_89,3,1,4,0,None,None,192.56,7.15,win,CSK
53,2023-04-23,RCB,SRH,Ahmedabad,RCB,bat,1,RCB,SRH,3,4,Player_60,Player_98,0,0,0,0,None,None,164.54,11.13,loss,SRH
52,2023-04-07,RR,KKR,Delhi,KKR,field,2,RR,KKR,17,2,Player_83,Player_92,3,2,5,0,None,None,130.53,5.67,win,KKR
52,2023-05-19,LSG,GT,Mumbai,LSG,bat,2,GT,LSG,11,1,Player_96,Player_63,2,2,4,0,None,None,75.03,10.05,loss,GT
74,2023-05-14,SRH,RCB,Mumbai,RCB,bat,1,SRH,RCB,1,3,Player_66,Player_41,4,2,6,0,None,None,66.44,10.8,win,SRH
63,2023-05-24,GT,SRH,Delhi,SRH,field,1,GT,SRH,10,5,Player_87,Player_54,6,1,7,0,None,None,61.56,8.16,win,SRH
65,2023-05-30,RR,PBKS,Ahmedabad,PBKS,bat,2,PBKS,RR,4,6,Player_30,Player_12,3,1,4,0,None,None,157.01,7.5,loss,RR
72,2023-04-25,LSG,KKR,Mumbai,LSG,field,2,LSG,KKR,14,6,Player_20,Player_2,2,0,2,0,None,None,182.68,6.62,loss,LSG
74,2023-05-09,RR,PBKS,Delhi,PBKS,bat,2,PBKS,RR,19,3,Player_1,Player_37,5,0,5,0,None,None,59.23,5.83,win,RR
19,2023-05-16,RR,MI,Chennai,RR,bat,1,RR,MI,15,5,Player_68,Player_81,5,0,5,0,None,None,100.88,6.76,win,RR
37,2023-05-22,DC,RR,Delhi,RR,field,2,DC,RR,17,1,Player_64,Player_30,6,1,7,0,None,None,61.36,10.45,loss,RR
24,2023-05-09,DC,GT,Chennai,DC,bat,1,GT,DC,3,2,Player_17,Player_8,0,2,2,0,None,None,186.83,6.98,loss,DC
50,2023-04-23,RCB,RR,Delhi,RR,bat,2,RCB,RR,3,1,Player_92,Player_84,4,0,4,0,None,None,58.47,5.53,win,RCB
68,2023-04-15,CSK,DC,Delhi,CSK,bat,1,CSK,DC,20,5,Player_34,Player_15,1,0,1,0,None,None,181.19,10.59,win,DC
47,2023-04-11,PBKS,GT,Bangalore,PBKS,bat,2,GT,PBKS,11,2,Player_89,Player_22,2,2,4,0,None,None,63.05,6.93,win,PBKS
67,2023-04-03,KKR,LSG,Ahmedabad,LSG,field,1,KKR,LSG,15,6,Player_86,Player_40,1,2,3,0,None,None,180.5,8.7,win,KKR
17,2023-04-16,GT,CSK,Bangalore,CSK,field,2,GT,CSK,4,2,Player_72,Player_60,4,0,4,0,None,None,81.57,6.87,loss,CSK
50,2023-04-13,KKR,RCB,Mumbai,RCB,bat,2,KKR,RCB,16,2,Player_81,Player_87,5,2,7,0,None,None,196.53,9.41,loss,KKR
33,2023-05-12,CSK,KKR,Mumbai,CSK,bat,2,KKR,CSK,18,1,Player_13,Player_34,6,2,8,0,None,None,193.06,11.35,win,CSK
17,2023-05-24,DC,LSG,Chennai,DC,bat,1,DC,LSG,13,4,Player_75,Player_98,4,2,6,0,None,None,126.85,6.56,loss,DC
62,2023-04-20,DC,LSG,Delhi,DC,bat,1,DC,LSG,16,2,Player_69,Player_95,5,0,5,0,None,None,174.71,7.21,win,DC
45,2023-05-11,RCB,SRH,Chennai,SRH,field,2,RCB,SRH,9,2,Player_89,Player_87,2,0,2,0,None,None,198.81,9.47,loss,SRH
42,2023-05-06,LSG,PBKS,Delhi,PBKS,bat,1,PBKS,LSG,5,3,Player_92,Player_9,5,2,7,0,None,None,152.04,6.7,win,LSG
24,2023-04-23,CSK,MI,Delhi,MI,bat,1,MI,CSK,5,4,Player_49,Player_44,3,1,4,0,None,None,184.78,6.19,loss,CSK
19,2023-05-07,PBKS,MI,Mumbai,PBKS,field,2,MI,PBKS,19,4,Player_78,Player_82,4,2,6,0,None,None,185.73,9.18,loss,MI
68,2023-05-15,SRH,RCB,Mumbai,SRH,bat,2,SRH,RCB,14,4,Player_94,Player_67,6,0,6,0,None,None,134.51,9.66,loss,RCB
74,2023-05-21,MI,CSK,Delhi,MI,field,1,CSK,MI,7,4,Player_68,Player_44,2,1,3,1,Player_62,caught,54.17,9.76,loss,CSK
15,2023-04-04,DC,GT,Ahmedabad,GT,bat,1,GT,DC,14,1,Player_66,Player_84,0,2,2,0,None,None,88.45,11.38,win,GT
36,2023-04-03,MI,PBKS,Delhi,MI,field,2,PBKS,MI,20,5,Player_85,Player_50,4,1,5,0,None,None,194.92,8.0,loss,MI
47,2023-05-21,SRH,KKR,Ahmedabad,KKR,field,2,SRH,KKR,13,3,Player_18,Player_100,3,0,3,0,None,None,120.98,8.7,loss,KKR
50,2023-04-22,RCB,SRH,Mumbai,RCB,field,2,RCB,SRH,17,4,Player_14,Player_19,1,0,1,0,None,None,164.43,6.77,win,SRH
45,2023-04-06,MI,LSG,Mumbai,MI,bat,1,MI,LSG,7,5,Player_61,Player_37,1,0,1,1,Player_60,run out,196.05,6.77,win,MI
64,2023-05-14,PBKS,CSK,Delhi,PBKS,field,1,CSK,PBKS,3,2,Player_87,Player_18,5,2,7,0,None,None,127.98,9.1,loss,PBKS
62,2023-04-05,LSG,RCB,Mumbai,LSG,bat,2,LSG,RCB,12,3,Player_70,Player_63,3,2,5,0,None,None,80.87,6.8,win,RCB
61,2023-05-11,GT,LSG,Ahmedabad,GT,bat,1,GT,LSG,5,5,Player_36,Player_31,1,2,3,0,None,None,191.19,7.37,loss,LSG
45,2023-04-05,CSK,PBKS,Bangalore,CSK,field,2,PBKS,CSK,13,4,Player_36,Player_67,5,0,5,0,None,None,171.7,7.46,loss,PBKS
53,2023-04-18,MI,DC,Ahmedabad,DC,field,1,MI,DC,19,1,Player_13,Player_55,1,2,3,0,None,None,157.75,9.1,loss,DC
22,2023-05-04,MI,KKR,Delhi,MI,bat,2,MI,KKR,1,4,Player_27,Player_26,3,0,3,0,None,None,178.15,11.07,loss,KKR
26,2023-04-28,DC,GT,Delhi,GT,field,1,DC,GT,4,4,Player_15,Player_10,3,0,3,0,None,None,112.77,5.13,loss,DC
13,2023-04-28,KKR,RR,Mumbai,KKR,bat,1,KKR,RR,9,2,Player_54,Player_30,2,2,4,0,None,None,103.84,5.1,win,KKR
64,2023-04-30,MI,GT,Ahmedabad,MI,bat,2,MI,GT,12,3,Player_9,Player_90,2,0,2,0,None,None,80.81,9.25,loss,MI
43,2023-05-01,CSK,DC,Ahmedabad,CSK,bat,1,DC,CSK,2,3,Player_87,Player_96,2,0,2,0,None,None,124.82,5.89,loss,DC
1,2023-05-01,LSG,DC,Mumbai,LSG,bat,1,LSG,DC,9,5,Player_23,Player_29,4,0,4,0,None,None,131.33,7.18,loss,LSG
45,2023-05-17,MI,DC,Mumbai,DC,field,2,MI,DC,15,6,Player_17,Player_32,3,1,4,0,None,None,160.6,11.8,win,DC
69,2023-05-14,MI,GT,Delhi,MI,bat,2,MI,GT,8,6,Player_15,Player_65,1,1,2,0,None,None,130.48,6.94,loss,GT
14,2023-05-09,RR,GT,Chennai,GT,bat,2,RR,GT,3,1,Player_62,Player_79,5,0,5,1,Player_67,bowled,79.81,7.66,loss,GT
68,2023-03-31,LSG,SRH,Mumbai,SRH,field,1,SRH,LSG,10,6,Player_61,Player_54,2,1,3,0,None,None,78.96,10.79,win,LSG
48,2023-04-10,CSK,GT,Mumbai,CSK,bat,1,GT,CSK,7,5,Player_47,Player_49,5,1,6,0,None,None,159.38,6.8,win,GT
36,2023-05-23,GT,CSK,Delhi,GT,bat,2,CSK,GT,19,1,Player_7,Player_76,0,2,2,0,None,None,189.62,10.12,loss,GT
39,2023-04-30,PBKS,KKR,Ahmedabad,KKR,bat,2,KKR,PBKS,11,2,Player_27,Player_51,5,1,6,0,None,None,71.53,5.58,win,KKR
66,2023-04-04,PBKS,DC,Chennai,PBKS,bat,2,DC,PBKS,8,5,Player_5,Player_41,2,0,2,1,Player_49,caught,178.15,7.51,loss,DC
35,2023-04-23,MI,LSG,Chennai,MI,field,2,LSG,MI,15,6,Player_4,Player_78,2,0,2,1,Player_93,caught,156.48,10.59,loss,LSG
6,2023-04-29,RR,DC,Mumbai,DC,bat,1,RR,DC,1,1,Player_94,Player_6,0,1,1,0,None,None,164.6,7.39,loss,DC
62,2023-05-25,GT,SRH,Ahmedabad,GT,bat,1,GT,SRH,18,6,Player_84,Player_44,1,1,2,0,None,None,173.35,6.17,win,SRH
1,2023-05-19,MI,RR,Mumbai,MI,field,2,MI,RR,16,3,Player_42,Player_88,6,1,7,0,None,None,61.05,10.62,win,RR
57,2023-05-03,LSG,CSK,Bangalore,CSK,bat,2,CSK,LSG,9,2,Player_75,Player_28,1,0,1,0,None,None,177.3,10.92,win,LSG
9,2023-04-27,GT,PBKS,Ahmedabad,PBKS,bat,2,PBKS,GT,11,1,Player_76,Player_35,5,1,6,0,None,None,80.28,10.29,loss,PBKS
44,2023-04-03,SRH,GT,Delhi,GT,bat,1,SRH,GT,6,3,Player_54,Player_36,3,1,4,0,None,None,64.5,6.35,loss,GT
25,2023-05-10,KKR,RCB,Chennai,KKR,field,2,KKR,RCB,14,1,Player_98,Player_97,1,1,2,0,None,None,94.02,9.25,loss,KKR
74,2023-04-20,CSK,PBKS,Bangalore,PBKS,field,2,CSK,PBKS,10,4,Player_5,Player_95,4,0,4,0,None,None,53.83,11.21,win,PBKS
51,2023-04-06,KKR,DC,Ahmedabad,KKR,bat,2,KKR,DC,7,4,Player_83,Player_26,6,2,8,0,None,None,153.9,10.49,loss,DC
13,2023-04-06,CSK,PBKS,Delhi,PBKS,bat,2,PBKS,CSK,12,6,Player_1,Player_49,1,1,2,0,None,None,178.77,11.5,win,CSK
14,2023-04-23,SRH,MI,Chennai,MI,field,1,MI,SRH,20,3,Player_19,Player_25,5,1,6,0,None,None,198.37,8.6,win,SRH
38,2023-04-15,GT,SRH,Bangalore,SRH,bat,2,SRH,GT,8,4,Player_61,Player_99,1,0,1,1,Player_42,bowled,70.69,7.64,loss,SRH
35,2023-04-10,GT,RCB,Delhi,RCB,bat,1,GT,RCB,15,6,Player_74,Player_76,2,2,4,0,None,None,72.43,7.73,loss,RCB
45,2023-04-04,LSG,GT,Delhi,GT,field,2,LSG,GT,9,4,Player_72,Player_81,0,2,2,0,None,None,88.72,6.7,win,GT
59,2023-05-30,RCB,SRH,Chennai,SRH,bat,1,RCB,SRH,4,4,Player_70,Player_40,4,0,4,0,None,None,184.14,9.8,win,RCB
51,2023-04-06,GT,CSK,Chennai,CSK,field,2,CSK,GT,12,1,Player_80,Player_3,0,0,0,0,None,None,180.03,6.26,win,CSK
68,2023-04-01,PBKS,KKR,Mumbai,KKR,field,1,PBKS,KKR,3,1,Player_90,Player_64,4,0,4,0,None,None,146.91,8.31,loss,PBKS
7,2023-04-19,RCB,MI,Delhi,RCB,bat,1,MI,RCB,15,1,Player_51,Player_17,6,0,6,0,None,None,123.5,11.79,loss,RCB
31,2023-04-04,CSK,SRH,Ahmedabad,SRH,field,2,SRH,CSK,14,1,Player_98,Player_68,3,0,3,0,None,None,149.94,6.78,loss,CSK
66,2023-04-17,SRH,MI,Chennai,SRH,field,2,MI,SRH,19,6,Player_92,Player_76,5,2,7,0,None,None,99.68,10.74,win,SRH
27,2023-04-10,GT,LSG,Mumbai,GT,bat,1,GT,LSG,16,1,Player_71,Player_40,3,2,5,0,None,None,151.89,10.16,loss,LSG
68,2023-05-17,SRH,MI,Bangalore,MI,bat,2,MI,SRH,4,1,Player_23,Player_74,2,0,2,1,Player_9,bowled,135.49,9.28,win,MI
53,2023-05-06,RCB,DC,Delhi,DC,bat,2,RCB,DC,10,5,Player_49,Player_33,6,0,6,0,None,None,143.57,9.87,win,DC
31,2023-05-04,RR,RCB,Mumbai,RR,bat,1,RCB,RR,14,3,Player_98,Player_80,2,0,2,0,None,None,124.32,6.75,win,RR
40,2023-04-13,LSG,DC,Delhi,DC,bat,1,LSG,DC,4,4,Player_39,Player_74,5,2,7,0,None,None,169.99,9.67,win,LSG
42,2023-05-10,DC,RCB,Mumbai,DC,bat,2,DC,RCB,17,1,Player_4,Player_97,0,0,0,0,None,None,87.66,10.09,loss,RCB
57,2023-05-06,RR,SRH,Mumbai,SRH,bat,2,SRH,RR,1,6,Player_38,Player_68,6,1,7,0,None,None,151.4,7.27,loss,RR
70,2023-05-28,RCB,RR,Mumbai,RCB,bat,1,RCB,RR,4,1,Player_92,Player_56,5,2,7,0,None,None,186.88,9.79,win,RR
64,2023-04-22,SRH,MI,Mumbai,MI,bat,1,SRH,MI,20,1,Player_40,Player_65,6,0,6,1,Player_65,bowled,91.16,7.07,win,SRH
44,2023-05-17,SRH,LSG,Bangalore,SRH,bat,1,SRH,LSG,10,3,Player_86,Player_89,1,2,3,0,None,None,124.31,11.08,win,SRH
61,2023-04-04,RR,CSK,Bangalore,CSK,field,2,RR,CSK,9,3,Player_83,Player_5,5,1,6,0,None,None,75.96,8.58,loss,RR
58,2023-05-21,MI,LSG,Ahmedabad,MI,bat,1,MI,LSG,9,6,Player_33,Player_21,5,1,6,0,None,None,153.1,10.49,loss,MI
58,2023-04-07,SRH,RR,Delhi,SRH,field,2,SRH,RR,10,6,Player_68,Player_63,4,1,5,0,None,None,81.88,10.04,loss,SRH
72,2023-04-17,PBKS,SRH,Delhi,SRH,bat,2,SRH,PBKS,16,4,Player_66,Player_37,0,0,0,0,None,None,162.42,8.93,loss,SRH
19,2023-05-17,RR,RCB,Ahmedabad,RCB,field,2,RR,RCB,11,5,Player_96,Player_57,3,0,3,1,Player_50,run out,113.0,8.95,loss,RCB
45,2023-05-16,RR,KKR,Ahmedabad,KKR,bat,2,KKR,RR,10,5,Player_21,Player_34,5,2,7,0,None,None,54.02,11.79,loss,KKR
48,2023-04-12,MI,SRH,Bangalore,MI,bat,2,MI,SRH,19,6,Player_41,Player_13,3,0,3,1,Player_86,caught,70.87,10.64,loss,SRH
33,2023-05-09,SRH,PBKS,Ahmedabad,PBKS,field,2,SRH,PBKS,5,3,Player_7,Player_39,2,0,2,0,None,None,111.11,6.12,win,SRH
68,2023-05-22,MI,GT,Delhi,MI,bat,2,MI,GT,4,5,Player_2,Player_63,6,0,6,1,Player_62,run out,197.89,11.11,win,GT
3,2023-05-28,CSK,PBKS,Bangalore,CSK,bat,2,CSK,PBKS,11,2,Player_14,Player_30,3,2,5,0,None,None,151.77,10.08,loss,PBKS
69,2023-04-06,GT,DC,Ahmedabad,DC,field,1,DC,GT,16,3,Player_3,Player_43,1,0,1,0,None,None,112.56,9.45,loss,DC
11,2023-04-21,GT,RR,Delhi,RR,bat,1,GT,RR,1,5,Player_75,Player_65,3,0,3,0,None,None,96.14,11.38,loss,RR
45,2023-05-15,PBKS,MI,Ahmedabad,MI,field,2,PBKS,MI,15,2,Player_50,Player_89,3,0,3,0,None,None,105.27,10.74,loss,MI
9,2023-04-29,DC,CSK,Bangalore,DC,bat,2,DC,CSK,17,6,Player_78,Player_6,0,1,1,0,None,None,188.39,9.4,win,CSK
48,2023-05-08,PBKS,MI,Chennai,MI,field,1,MI,PBKS,10,4,Player_77,Player_70,0,2,2,0,None,None,99.32,8.44,loss,PBKS
34,2023-04-06,KKR,CSK,Delhi,KKR,field,2,CSK,KKR,13,4,Player_14,Player_17,2,2,4,0,None,None,174.91,6.95,loss,KKR
28,2023-05-19,DC,CSK,Bangalore,CSK,field,2,DC,CSK,8,6,Player_97,Player_36,3,1,4,0,None,None,161.52,7.12,loss,DC
20,2023-05-15,RCB,RR,Delhi,RCB,field,2,RR,RCB,12,6,Player_65,Player_56,0,2,2,0,None,None,156.27,9.76,loss,RR
3,2023-04-30,RCB,SRH,Mumbai,SRH,field,2,SRH,RCB,12,2,Player_20,Player_16,1,2,3,0,None,None,128.53,5.95,loss,RCB
16,2023-05-16,RR,CSK,Bangalore,CSK,bat,2,CSK,RR,15,4,Player_31,Player_76,2,2,4,0,None,None,84.68,8.48,win,CSK
72,2023-05-12,MI,GT,Chennai,GT,bat,2,MI,GT,20,4,Player_94,Player_46,0,0,0,0,None,None,52.66,7.34,loss,GT
7,2023-05-23,MI,RR,Bangalore,MI,field,1,RR,MI,16,6,Player_89,Player_6,6,1,7,0,None,None,93.26,6.97,win,MI
47,2023-04-22,KKR,RR,Bangalore,KKR,field,2,RR,KKR,7,1,Player_56,Player_93,2,2,4,0,None,None,135.71,7.28,win,RR
67,2023-05-26,RCB,PBKS,Mumbai,RCB,bat,1,RCB,PBKS,1,3,Player_17,Player_64,5,0,5,1,Player_31,run out,115.59,9.26,win,RCB
26,2023-04-22,RR,MI,Mumbai,RR,field,1,MI,RR,7,5,Player_83,Player_88,2,1,3,0,None,None,140.18,10.82,win,MI
37,2023-04-13,SRH,PBKS,Delhi,PBKS,field,2,PBKS,SRH,11,6,Player_13,Player_58,4,0,4,0,None,None,188.14,7.07,loss,SRH
70,2023-04-12,DC,LSG,Bangalore,LSG,bat,1,LSG,DC,14,3,Player_22,Player_77,4,0,4,0,None,None,149.65,8.83,loss,DC
26,2023-05-28,KKR,GT,Chennai,GT,field,2,GT,KKR,14,4,Player_95,Player_80,6,0,6,0,None,None,78.2,8.79,win,GT
58,2023-04-22,PBKS,SRH,Delhi,SRH,bat,2,PBKS,SRH,6,2,Player_54,Player_29,2,2,4,0,None,None,122.58,9.89,loss,PBKS
51,2023-05-23,GT,LSG,Mumbai,GT,bat,1,LSG,GT,9,3,Player_100,Player_66,2,1,3,0,None,None,73.99,11.61,loss,GT
71,2023-04-18,RCB,LSG,Mumbai,RCB,bat,1,LSG,RCB,10,4,Player_37,Player_79,2,0,2,0,None,None,183.85,11.35,loss,LSG
69,2023-05-17,GT,CSK,Ahmedabad,GT,bat,1,GT,CSK,14,2,Player_73,Player_22,6,0,6,1,Player_77,run out,156.65,7.38,win,GT
64,2023-04-07,DC,LSG,Ahmedabad,DC,bat,2,DC,LSG,9,5,Player_67,Player_73,4,0,4,0,None,None,138.85,10.67,win,LSG
67,2023-04-24,LSG,SRH,Mumbai,LSG,bat,2,SRH,LSG,11,6,Player_49,Player_79,6,2,8,0,None,None,163.8,5.72,win,SRH
29,2023-04-21,RR,PBKS,Mumbai,RR,field,2,PBKS,RR,5,5,Player_31,Player_90,2,1,3,0,None,None,135.28,9.84,loss,PBKS
24,2023-04-28,GT,SRH,Chennai,SRH,bat,2,SRH,GT,17,6,Player_23,Player_84,3,2,5,0,None,None,113.3,5.85,win,GT
69,2023-05-02,LSG,RCB,Delhi,LSG,field,2,RCB,LSG,5,6,Player_82,Player_11,1,1,2,0,None,None,114.85,5.8,loss,LSG
27,2023-04-19,CSK,RR,Chennai,CSK,bat,1,CSK,RR,4,6,Player_41,Player_84,5,2,7,0,None,None,60.5,6.9,win,RR
74,2023-05-23,RR,SRH,Mumbai,SRH,field,1,SRH,RR,4,3,Player_34,Player_93,5,1,6,0,None,None,119.68,10.64,win,SRH
44,2023-05-25,DC,PBKS,Ahmedabad,PBKS,field,2,PBKS,DC,11,1,Player_96,Player_62,2,0,2,1,Player_27,caught,123.68,7.38,loss,DC
68,2023-04-19,RCB,SRH,Ahmedabad,SRH,bat,1,SRH,RCB,10,4,Player_67,Player_57,6,0,6,0,None,None,161.4,10.93,loss,SRH
31,2023-04-12,MI,GT,Mumbai,MI,field,1,GT,MI,4,2,Player_61,Player_3,2,0,2,0,None,None,127.58,10.13,win,GT
63,2023-05-14,KKR,PBKS,Delhi,PBKS,bat,2,PBKS,KKR,6,4,Player_3,Player_32,1,1,2,0,None,None,198.75,6.9,win,KKR
46,2023-04-18,SRH,GT,Bangalore,GT,bat,2,GT,SRH,12,5,Player_14,Player_20,5,0,5,0,None,None,64.6,5.45,win,GT
40,2023-05-08,RR,GT,Bangalore,RR,bat,1,GT,RR,8,4,Player_13,Player_45,1,0,1,0,None,None,109.62,8.83,loss,GT
37,2023-04-09,RR,SRH,Bangalore,SRH,bat,1,RR,SRH,5,4,Player_53,Player_57,4,2,6,0,None,None,124.52,10.74,win,SRH
55,2023-03-31,KKR,MI,Mumbai,MI,bat,2,KKR,MI,2,6,Player_42,Player_80,6,1,7,0,None,None,107.68,8.29,loss,KKR
3,2023-05-14,LSG,MI,Mumbai,MI,field,1,MI,LSG,20,1,Player_65,Player_24,5,1,6,0,None,None,127.28,9.21,win,MI
57,2023-04-18,MI,CSK,Chennai,CSK,bat,1,CSK,MI,5,3,Player_22,Player_26,0,0,0,1,Player_18,bowled,195.48,9.79,win,MI
55,2023-05-03,DC,RCB,Delhi,DC,field,2,DC,RCB,13,4,Player_80,Player_33,1,2,3,0,None,None,169.14,5.01,loss,RCB
70,2023-04-03,CSK,SRH,Chennai,SRH,bat,1,SRH,CSK,5,6,Player_83,Player_3,3,2,5,0,None,None,60.4,6.16,win,CSK
42,2023-04-24,PBKS,SRH,Delhi,SRH,field,1,SRH,PBKS,8,6,Player_20,Player_6,5,1,6,0,None,None,94.08,5.23,win,PBKS
21,2023-05-16,RR,RCB,Bangalore,RCB,field,1,RCB,RR,11,2,Player_63,Player_17,4,0,4,0,None,None,169.28,9.11,win,RCB
2,2023-05-29,KKR,GT,Ahmedabad,GT,bat,2,GT,KKR,19,4,Player_52,Player_60,3,1,4,0,None,None,158.22,6.94,win,GT
